escenario,accuracy,balanced_accuracy,f1_macro,f1_weighted,precision_macro,recall_macro,latencia_total_s,latencia_ms_por_reg,n_registros,recall_+90,f1_+90,auc_weighted,familia,nivel,seed,degradacion_f1_macro_pct
ruido_gaussiano_10pct,0.5261686991869918,0.5419022365483583,0.5245854928062788,0.5127661567672713,0.5170966802005323,0.5419022365483583,0.006351599935442209,0.0016137194957932441,3936,0.6587240584166026,0.6078014184397164,0.7742374305508013,ruido_gaussiano,0.1,102,7.967491698890834
ruido_gaussiano_10pct,0.5221036585365854,0.5368752245865671,0.5216627094313411,0.5102412844303571,0.5149085451976969,0.5368752245865671,0.006594400038011372,0.0016754065137224014,3936,0.6487317448116833,0.5992190273340433,0.7706984864605357,ruido_gaussiano,0.1,103,8.480260520951322
ruido_gaussiano_10pct,0.5304878048780488,0.545153062357834,0.5280335843999515,0.5167235340566342,0.5218871330772257,0.545153062357834,0.0063755998853594065,0.0016198170440445646,3936,0.6687163720215219,0.6105263157894737,0.7746561228578481,ruido_gaussiano,0.1,104,7.36256357455389
ruido_gaussiano_10pct,0.5236280487804879,0.5408512753275214,0.5225754563461809,0.5085296899266244,0.5156201269076943,0.5408512753275214,0.008084599976427853,0.002054014221653418,3936,0.6633358954650269,0.6026536312849162,0.7722882223390596,ruido_gaussiano,0.1,105,8.32012954293393
ruido_gaussiano_10pct,0.5282012195121951,0.5438692450572273,0.5250505534264919,0.5137364743381424,0.5172653212819945,0.5438692450572273,0.0062679999973624945,0.00159247967412665,3936,0.6687163720215219,0.614406779661017,0.7771952782618113,ruido_gaussiano,0.1,106,7.885902146802155
ruido_gaussiano_10pct,0.5210873983739838,0.53492549731546,0.5184818913933215,0.5067121298168693,0.512156253838957,0.53492549731546,0.007191200042143464,0.0018270325310323842,3936,0.671022290545734,0.6085744161728825,0.7732921001500497,ruido_gaussiano,0.1,107,9.038298565279135
ruido_gaussiano_10pct,0.5309959349593496,0.545325444465147,0.5272696675928062,0.516720340970589,0.5202981954134798,0.545325444465147,0.0071075999876484275,0.0018057926797887265,3936,0.6740968485780169,0.6169539219134716,0.772149599770537,ruido_gaussiano,0.1,108,7.49658401709197
ruido_gaussiano_10pct,0.5282012195121951,0.5443201260047975,0.5284887520670669,0.5156603596475761,0.521489324164057,0.5443201260047975,0.0063423000974580646,0.0016113567320777604,3936,0.6556495003843198,0.6038938053097345,0.776523705465116,ruido_gaussiano,0.1,109,7.282709627625046
ruido_gaussiano_10pct,0.5248983739837398,0.5405546704340769,0.5219300761856369,0.5106018946599225,0.5144392954979197,0.5405546704340769,0.006561900023370981,0.0016671493961816517,3936,0.6617986164488855,0.6071932299012694,0.7723141756545255,ruido_gaussiano,0.1,110,8.433354090309216
ruido_gaussiano_20pct,0.49339430894308944,0.4916762285192814,0.48713577835614014,0.4806527277833743,0.4931830878312516,0.4916762285192814,0.006485199905000627,0.0016476625774899966,3936,0.6863950807071484,0.5904132231404958,0.736688432849691,ruido_gaussiano,0.2,101,14.537614592623472
ruido_gaussiano_20pct,0.4916158536585366,0.4926572650847973,0.4886988782391354,0.4798815933935862,0.49398924014041246,0.4926572650847973,0.0064137999434024096,0.0016295223433441081,3936,0.676402767102229,0.5874499332443258,0.7375324311744296,ruido_gaussiano,0.2,102,14.263386645167925
ruido_gaussiano_20pct,0.47484756097560976,0.4720221825277011,0.470927817818379,0.4642095791292208,0.4793951432126702,0.4720221825277011,0.007371200015768409,0.0018727642316484778,3936,0.6664104534973098,0.5743623716462405,0.7323504653695944,ruido_gaussiano,0.2,103,17.381115381705335
ruido_gaussiano_20pct,0.4997459349593496,0.4983946770959139,0.49200600146877616,0.48559318544181534,0.4983081510561459,0.4983946770959139,0.006350899930112064,0.0016135416489105854,3936,0.6979246733282091,0.5948247625286603,0.7400422116988226,ruido_gaussiano,0.2,104,13.683189803550153
ruido_gaussiano_20pct,0.48653455284552843,0.487785698685385,0.48287186884751965,0.47334033508212686,0.488585996877843,0.487785698685385,0.006211300031282008,0.0015780741949395344,3936,0.6810146041506533,0.584240026376525,0.7343228414922768,ruido_gaussiano,0.2,105,15.285668613614495
ruido_gaussiano_20pct,0.4926321138211382,0.4920872364026817,0.48823552075108567,0.48139534768855574,0.4924542989924541,0.4920872364026817,0.006444700062274933,0.001637372983301558,3936,0.6833205226748655,0.5976470588235294,0.7428057503260371,ruido_gaussiano,0.2,106,14.344677402251563
ruido_gaussiano_20pct,0.4870426829268293,0.48404545031228546,0.4814000518384751,0.47456370982372476,0.4896940351258788,0.48404545031228546,0.006383199943229556,0.0016217479530562897,3936,0.6910069177555727,0.5908642786723628,0.7358200788222299,ruido_gaussiano,0.2,107,15.543882027748356
ruido_gaussiano_20pct,0.49009146341463417,0.4894609969380206,0.48377934850991555,0.47613367910950954,0.4890515817225786,0.4894609969380206,0.008489900035783648,0.0021569867977092603,3936,0.6948501152959262,0.5951283739302172,0.7362903197527795,ruido_gaussiano,0.2,108,15.126461714628858
ruido_gaussiano_20pct,0.4883130081300813,0.48796175331423575,0.48658279226759665,0.47804417086761525,0.4945786344398974,0.48796175331423575,0.006402899976819754,0.0016267530428911976,3936,0.6725595695618755,0.5810092961487384,0.7392845912979047,ruido_gaussiano,0.2,109,14.63462965972345
ruido_gaussiano_20pct,0.4964430894308943,0.49453067790109545,0.4914670267081176,0.4844579633967144,0.49916684732076533,0.49453067790109545,0.007922700024209917,0.0020128811037118687,3936,0.690238278247502,0.5919578114700066,0.7374807500303515,ruido_gaussiano,0.2,110,13.777746743867059
missing_aleatorio_5pct,0.5442073170731707,0.5714764471620039,0.5504682990284966,0.5404890981273622,0.5422327245208952,0.5714764471620039,0.006564800045453012,0.00166788619040981,3936,0.5611068408916219,0.6010703993412927,0.7942894901523893,missing_aleatorio,0.05,101,3.4266501941831917
missing_aleatorio_5pct,0.5464939024390244,0.5733807151376336,0.5513401261861605,0.5428983699273728,0.5437276642759102,0.5733807151376336,0.006512800115160644,0.0016546748260062613,3936,0.5649500384319754,0.6071871127633209,0.7922776076495719,missing_aleatorio,0.05,102,3.2736981182582428
missing_aleatorio_5pct,0.5447154471544715,0.5707708979875502,0.5507646442408874,0.5428357206233928,0.5448747092680917,0.5707708979875502,0.006336099933832884,0.0016097814872542897,3936,0.5549577248270561,0.6044370029300963,0.7972444776644763,missing_aleatorio,0.05,103,3.374659825418977
missing_aleatorio_5pct,0.5452235772357723,0.5705406212658454,0.5508879482058026,0.5425256483285636,0.5438587062140448,0.5705406212658454,0.00728939997497946,0.0018519817009602286,3936,0.5641813989239047,0.6036184210526315,0.7952886588303424,missing_aleatorio,0.05,104,3.3530275589338645
missing_aleatorio_5pct,0.5340447154471545,0.5608671254324389,0.5408630880082768,0.5313542206372812,0.5341079650833106,0.5608671254324389,0.011478199972771108,0.0029162093426755866,3936,0.547271329746349,0.5913621262458472,0.7916086741345173,missing_aleatorio,0.05,105,5.11177430660071
missing_aleatorio_5pct,0.5414126016260162,0.5672631049632657,0.5468908105023262,0.5381835041485169,0.5391059041813022,0.5672631049632657,0.0073723000241443515,0.0018730437053212274,3936,0.5626441199077633,0.6039603960396039,0.7923425190453773,missing_aleatorio,0.05,106,4.054279526288036
